Ex,Pay,Dec,Div
2016-05-18,2016-06-17,2016-03-24,0.060474
2017-05-17,2017-06-19,2017-03-24,0.078282
2018-05-17,2018-06-18,2018-04-20,0.112146
2019-05-16,2019-06-17,2019-03-27,0.127583
2020-05-14,2020-06-15,2020-04-20,0.154778
