Ex,Pay,Dec,Div
2019-02-28,2019-03-20,2019-01-29,0.14
2019-05-30,2019-06-20,2019-04-22,0.14
2019-08-30,2019-09-20,2019-07-17,0.14
2019-11-29,2019-12-20,2019-10-23,0.14
2020-02-28,2020-03-20,2020-01-28,0.16
2020-05-29,2020-06-19,2020-04-27,0.16
