Ex,Pay,Dec,Div
2015-09-28,2015-10-15,2015-09-16,0.455
2015-12-29,2016-01-15,2015-12-16,0.455
2016-03-29,2016-04-15,2016-02-17,0.455
2016-06-28,2016-07-15,2016-05-23,0.49
2016-09-28,2016-10-15,2016-09-21,0.49
2016-12-28,2017-01-15,2016-12-16,0.49
2017-03-29,2017-04-15,2017-02-15,0.49
2017-06-28,2017-07-15,2017-05-31,0.53
2017-09-28,2017-10-15,2017-09-20,0.53
