Ex,Pay,Dec,Div
2017-11-14,2017-12-15,2017-11-02,0.38
2018-02-27,2018-03-15,2018-02-15,0.38
2018-05-30,2018-06-15,2018-04-25,0.38
2018-08-30,2018-09-14,2018-06-25,0.38
2018-11-29,2018-12-14,2018-10-11,0.38
2019-02-27,2019-03-15,2019-02-14,0.38
2019-04-25,2019-05-28,2019-04-29,0.14
