Ex,Pay,Dec,Div
2019-07-30,2019-09-13,2019-06-26,0.13
2019-11-27,2019-12-18,2019-10-09,0.13
2020-03-02,2020-03-13,2020-02-21,0.13
2020-05-14,2020-06-15,2020-04-28,0.13
