Ex,Pay,Dec,Div
2016-04-27,2016-05-12,2016-04-14,2.8675
2017-05-01,2017-05-15,2017-04-14,2.9565
2018-05-25,2018-06-11,2018-03-19,0.81312
2019-04-29,2019-05-13,,0.78225
2020-04-29,2020-05-14,2020-04-14,0.76258
