begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
2018-12-10,165.000000,165.480000,172.570000,163.330000,217536870,reg,False,AAPL
2018-12-17,165.420000,150.730000,168.350000,149.630000,287694081,reg,False,AAPL
2018-12-24,148.150000,156.230000,158.520000,146.590000,191160265,reg,False,AAPL
2018-12-31,158.530000,148.260000,159.360000,142.000000,221962468,reg,False,AAPL
2019-01-07,148.700000,152.290000,154.530000,145.900000,203706070,reg,False,AAPL
2019-01-14,150.850000,156.820000,157.880000,149.220000,155291399,reg,False,AAPL
2019-01-21,156.590000,157.760000,158.130000,151.700000,112513982,reg,False,AAPL
2019-01-28,155.840000,166.520000,169.000000,153.660000,202296864,reg,False,AAPL
2019-02-04,167.480000,170.410000,175.570000,167.280000,151398457,reg,False,AAPL
2019-02-11,171.100000,170.420000,172.480000,169.250000,112229742,reg,False,AAPL
